category,search_term,title,identifier,url,mediatype,confidence_score,creator,publisher,page_count
visual_art_and_artists,Malevich,Kazimir Malevich and the art of geometry,kazimirmalevicha0000miln,https://archive.org/details/kazimirmalevicha0000miln,texts,95,"Milner, John, 1946-",New Haven : Yale University Press,258
visual_art_and_artists,George Petros,American hardcore : a tribal history,americanhardcore00blus,https://archive.org/details/americanhardcore00blus,texts,92,"Blush, Steven, Petros, George. edt","Los Angeles, CA : Feral House : Distributed by Publishers Group West",342
film_and_cinema,Dennis Hopper,Easy rider : original screenplay,easyriderorigina00fond,https://archive.org/details/easyriderorigina00fond,texts,91,"Fonda, Peter, Hopper, Dennis, Southern, Terry",New York : New American Library,200
visual_art_and_artists,Joseph Beuys,"Joseph Beuys, multiples : catalogue raisonné multiples and prints, 1965-80",josephbeuysmulti0000beuy,https://archive.org/details/josephbeuysmulti0000beuy,texts,90,"Beuys, Joseph",[New York] : New York University Press,334
visual_art_and_artists,Mike Kelley,Mike Kelley,mikekelley0000unse,https://archive.org/details/mikekelley0000unse,texts,90,,Amsterdam : Stedelijk Museum ; Munich ; New York : Delmonico Books/Prestel,410
film_and_cinema,Dennis Hopper,Dennis Hopper : the wild ride of a Hollywood rebel,isbn_9781569804490,https://archive.org/details/isbn_9781569804490,texts,90,"Winkler, Peter L","Fort Lee, N.J. : Barricade Books Inc.",418
visual_art_and_artists,Le Corbusier,Le Corbusier,Le_Corbusier,https://archive.org/details/Le_Corbusier,texts,87,Mohamed Hammad,الدار القومية للطباعة والنشر,233
visual_art_and_artists,Philip Guston,Philip Guston,philipguston00gust,https://archive.org/details/philipguston00gust,texts,87,"Guston, Philip; Arnason, H. H.",New York : Solomon R. Guggenheim Museum,134
visual_art_and_artists,Le Corbusier,Modulor I and II,moduloriii00leco,https://archive.org/details/moduloriii00leco,texts,86,"Le Corbusier, 1887-1965, Le Corbusier, 1887-1965. Modulor 2. English. 1980","Cambridge, Mass. : Harvard University Press",586
visual_art_and_artists,Joseph Beuys,The secret block for a secret person in Ireland,secretblockforse0000jose,https://archive.org/details/secretblockforse0000jose,texts,85,Joseph Beuys,Museum of Modern Art Oxford,166
visual_art_and_artists,Marcel Duchamp,"Marcel Duchamp, 1887-1968 : art as anti-art",marcelduchamp1880000mink,https://archive.org/details/marcelduchamp1880000mink,texts,85,"Mink, Janis",Koln : Taschen,102
visual_art_and_artists,Medardo Rosso,Medardo Rosso,medardorossoseco00coop,https://archive.org/details/medardorossoseco00coop,texts,85,Harry Cooper,Yale University Press,186
film_and_cinema,David Lynch,Catching the Big Fish,catchingbigfishm00lync,https://archive.org/details/catchingbigfishm00lync,texts,83,David Lynch,Tarcher,202
literature,Cookie Mueller,Ask Dr. Mueller : the writings of Cookie Mueller,askdrmuellerwrit00muel,https://archive.org/details/askdrmuellerwrit00muel,texts,82,"Mueller, Cookie, Scholder, Amy",New York : High Risk Books,314
visual_art_and_artists,Le Corbusier,"Le Corbusier, architect, painter, writer;",lecorbusierarchi0000leco,https://archive.org/details/lecorbusierarchi0000leco,texts,81,"Le Corbusier, 1887-1965","New York, Macmillan Co.",162
visual_art_and_artists,Joseph Beuys,Joseph Beuys,josephbeuys0000tisd,https://archive.org/details/josephbeuys0000tisd,texts,81,"Tisdall, Caroline",New York : Solomon R. Guggenheim Museum,294
visual_art_and_artists,Alberto Giacometti,"Alberto Giacometti : sculpture, paintings, drawings",albertogiacomett0000giac_q9g5,https://archive.org/details/albertogiacomett0000giac_q9g5,texts,80,"Giacometti, Alberto, 1901-1966","Munich ; New York, NY : Prestel ; New York, NY, USA : Distributed in the USA and Canada by te Neues Pub. Co.",232
visual_art_and_artists,Alberto Giacometti,"Giacometti, a biography",giacomettibiogra00lord,https://archive.org/details/giacomettibiogra00lord,texts,80,"Lord, James","New York : Farrar, Straus, Giroux",636
visual_art_and_artists,Alberto Giacometti,"Alberto Giacometti, 1901-1966",albertogiacomett0000flet,https://archive.org/details/albertogiacomett0000flet,texts,80,"Fletcher, Valerie J","Washington, D.C. : Published for the Hirshhorn Museum and Sculpture Garden by the Smithsonian Institution Press",262
visual_art_and_artists,Alberto Giacometti,The studio of Alberto Giacometti : collection of the Fondation Alberto et Annette Giacometti,studioofalbertog0000giac,https://archive.org/details/studioofalbertog0000giac,texts,80,"Giacometti, Alberto, 1901-1966",Paris : Centre Pompidou ; Fondation Alberto et Annette Giacometti,430
visual_art_and_artists,Outsider Art,Raw vision outsider art sourcebook,rawvisionoutside0000unse,https://archive.org/details/rawvisionoutside0000unse,texts,80,,"Radlett, Herts : Raw Vision",236
visual_art_and_artists,Le Corbusier,Towards A New Architecture Corbusier Le,TowardsANewArchitectureCorbusierLe,https://archive.org/details/TowardsANewArchitectureCorbusierLe,texts,80,,,
visual_art_and_artists,Le Corbusier,Le Corbusier - Complete Works,le-corbusier-volume-06-1952-1957,https://archive.org/details/le-corbusier-volume-06-1952-1957,texts,80,"Willy Boesiger, O. Stonrov, Max Bill,",,
visual_art_and_artists,Jean Prouvé,Jean Prouve Complete Works- Volume 1: 1917-1933,jeanprouvecomple0001pete,https://archive.org/details/jeanprouvecomple0001pete,texts,80,Peter Sulzer,Birkhäuser Basel,250
visual_art_and_artists,Pierre Chareau,"Pierre Chareau : architecte, un art intérieur",pierrechareauarc0000char,https://archive.org/details/pierrechareauarc0000char,texts,80,"Chareau, Pierre, 1883-1950",Paris : Centre Georges Pompidou,234
visual_art_and_artists,Joseph Beuys,Occultism in avant-garde art : the case of Joseph Beuys,occultisminavant0000moff,https://archive.org/details/occultisminavant0000moff,texts,80,"Moffitt, John F. (John Francis), 1940-","Ann Arbor, Mich. : UMI Out-of-Print Books on Demand",250
visual_art_and_artists,Joseph Beuys,Joseph Beuys : the art of cooking : la cucina di Beuys,josephbeuysartof00dedo,https://archive.org/details/josephbeuysartof00dedo,texts,80,"De Domizio Durini, Lucrezia",Milano : Charta,214
visual_art_and_artists,Joseph Beuys,"The felt hat : Joseph Beuys, a life told",felthatjosephbeu0000dedo,https://archive.org/details/felthatjosephbeu0000dedo,texts,80,"De Domizio Durini, Lucrezia",Roma : Carte Segrete,274
visual_art_and_artists,Joseph Beuys,Joseph Beuys : diverging critiques,josephbeuysdiver0000unse,https://archive.org/details/josephbeuysdiver0000unse,texts,80,,Liverpool : Liverpool University Press and Tate Gallery Liverpool,230
visual_art_and_artists,Joseph Beuys,"Joseph Beuys : Natur, Materie, Form",josephbeuysnatur0000beuy,https://archive.org/details/josephbeuysnatur0000beuy,texts,80,"Beuys, Joseph",München : Schirmer/Mosel,370
visual_art_and_artists,Marcel Duchamp,Marcel Duchamp,marcelduchamp0000duch,https://archive.org/details/marcelduchamp0000duch,texts,80,"Duchamp, Marcel, 1887-1968",Ostfildern-Ruit : Hatje Cantz,242
visual_art_and_artists,Mike Kelley,The Uncanny Mike Kelley,mikekelly_201703,https://archive.org/details/mikekelly_201703,texts,80,,,
visual_art_and_artists,Mike Kelley,Artist file : Mike Kelley : miscellaneous uncataloged material,artistfilekelleymike,https://archive.org/details/artistfilekelleymike,texts,80,"Kelley, Mike, 1954-2012",,86
figures,Aleister Crowley,Collected PDF's by Aleister Crowley,CollectedPdfsByAleisterCrowley,https://archive.org/details/CollectedPdfsByAleisterCrowley,texts,80,Aleister Crowley,,
figures,Aleister Crowley,The Book Of The Law,CrowleyTheBookOfTheLaw,https://archive.org/details/CrowleyTheBookOfTheLaw,texts,80,Aleister Crowley,,
figures,Aleister Crowley,ulc Aleister Crowley The Book Of Thoth,AleisterCrowleyTheBookOfThoth,https://archive.org/details/AleisterCrowleyTheBookOfThoth,texts,80,,,
figures,Aleister Crowley,"The Qabalah of Aleister Crowley : Three Texts (Including Gematria, Liber 777 & Sepher Sephiroth)",theqabalahofaleistercrowleythreetexts,https://archive.org/details/theqabalahofaleistercrowleythreetexts,texts,80,Aleister Crowley,,
figures,Aleister Crowley,Aleister Crowley O Livro De Thoth,aleister-crowley-o-livro-de-thoth,https://archive.org/details/aleister-crowley-o-livro-de-thoth,texts,80,aleister crowley,,
visual_art_and_artists,Romain Slocombe,L'océan de la stérilité,loceandelasteril0000sloc,https://archive.org/details/loceandelasteril0000sloc,texts,80,"Slocombe, Romain",Paris : Fayard,560
visual_art_and_artists,Romain Slocombe,L'infante du rock,linfantedurock0000sloc,https://archive.org/details/linfantedurock0000sloc,texts,80,"Slocombe, Romain",Paris : Parigramme,282
visual_art_and_artists,Philip Guston,Night studio : a memoir of Philip Guston,nightstudiomemoi0000maye,https://archive.org/details/nightstudiomemoi0000maye,texts,80,"Mayer, Musa",New York : Knopf ; Distributed by Random House,330
visual_art_and_artists,Philip Guston,"Philip Guston : collected writings, lectures, and conversations",philipgustoncoll0000gust,https://archive.org/details/philipgustoncoll0000gust,texts,80,"Guston, Philip, 1913-1980",Berkeley : University of California Press,350
visual_art_and_artists,Raymond Pettibon,Artist file : Raymond Pettibon : miscellaneous uncataloged material,artistfilepettibonraymond,https://archive.org/details/artistfilepettibonraymond,texts,80,"Pettibon, Raymond, 1957-",,52
film_and_cinema,Dennis Hopper,"Dennis Hopper, a madness to his method",dennishoppermadn00rodr,https://archive.org/details/dennishoppermadn00rodr,texts,80,Elena Rodriguez,St. Martin's Press,226
visual_art_and_artists,John Heartfield,Art in the age of mass media,artinageofmassme0000walk_x4g6,https://archive.org/details/artinageofmassme0000walk_x4g6,texts,80,"Walker, John Albert, 1938-","London, England ; Sterling, Va. : Pluto Press",230
visual_art_and_artists,John Heartfield,Heartfield contre Hitler,heartfieldcontre0000will,https://archive.org/details/heartfieldcontre0000will,texts,80,"Willett, John",Paris : Hazan,206
visual_art_and_artists,John Heartfield,An unpatriotic history of the Second World War,unpatriotichisto0000hear,https://archive.org/details/unpatriotichisto0000hear,texts,80,"Heartfield, James","Winchester, UK ; Washington, D.C. : Zero Books, John Hunt Pub.",576
publications,Unsound Magazine,Unsound,unsound-zine,https://archive.org/details/unsound-zine,texts,79,,,
figures,Aleister Crowley,Aleister Crowley BOOK Collection,aleister-crowley-100-books-collection,https://archive.org/details/aleister-crowley-100-books-collection,texts,78,Aleister Crowley,,
figures,Aleister Crowley,Moonchild,moonchildaleistercrowley,https://archive.org/details/moonchildaleistercrowley,texts,78,Aleister Crowley,,
publications,Rapid Eye,Rapid Eye 01,RapidEye01,https://archive.org/details/RapidEye01,texts,77,Rapid Eye,,
visual_art_and_artists,Le Corbusier,AN ANALAYSIS OF FORM,le-corbusier-an-analaysis-of-form-036,https://archive.org/details/le-corbusier-an-analaysis-of-form-036,texts,75,LE CORBUSIER,,
publications,Rapid Eye,Rapid Eye 02,RapidEye2,https://archive.org/details/RapidEye2,texts,75,Rapid Eye,,
visual_art_and_artists,Raymond Pettibon,Weirdo (complete),weirdo-28-summer-1993-pyramid,https://archive.org/details/weirdo-28-summer-1993-pyramid,texts,74,"Doug Allen, Robert Armstrong, Ace Backwords, Peter Bagge, Edmond Baudoin, Florence Cestac, Daniel Clowes, David Collier, Maxon Crumb, Robert Crumb, Sophie Crumb, Lloyd Dangle, Kim Deitch, Julie Doucet, Debbie Drechsler, Dennis Eichhorn, Mary Fleener, Josh Alan Friedman, Drew Friedman, Phoebe Gloeckner, Justin Green, Bill Griffith, Rory Hayes, Gilbert Hernandez, John Holmstrom, Kaz, J. D. King, Aline Kominsky-Crumb, John Kricfalusi, Krystine Kryttre, Carol Lay, Joe Matt, Jean-Christophe Menu, Mark Newgarden, Diane Noomin, Gary Panter, Harvey Pekar, Raymond Pettibon, Placid, Sasa Rakezic, Harry S. Robins, Spain Rodriguez, Ed ""Big Daddy"" Roth, Savage Pencil, Joe Sacco, Dori Seda, Stanislav Szukalski, Frank Stack, Carol Tyler, Willem, J. R. Williams, Robert Williams, S. Clay Wilson, Dennis Worden, Terry Zwigoff",,
visual_art_and_artists,Raymond Pettibon,Express Sex Train,RaymondPettibonExpressSexTrain,https://archive.org/details/RaymondPettibonExpressSexTrain,texts,74,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Captive Chains,raymond-pettibon-captive-chains-1978,https://archive.org/details/raymond-pettibon-captive-chains-1978,texts,73,Raymond Pettibon,,
visual_art_and_artists,Le Corbusier,Urbanisme Le Corbusier,urbanisme-le-corbusier,https://archive.org/details/urbanisme-le-corbusier,texts,71,,,
visual_art_and_artists,Romain Slocombe,Sexy Stories From The World Religions,sexy-stories-from-the-world-religions-1,https://archive.org/details/sexy-stories-from-the-world-religions-1,texts,71,"Mario Hernandez, Mike Matthews, Lydia Lunch, Dori Seda, Aline Kominsky, Joe Sacco, Nazario, Pat'allo, Hiromi Hiraguchi, Romain Slocombe, Krystine Kryttre, Michael Furey, Steve Lafler, Mary Fleener",,
literature,Cookie Mueller,Walking through clear water in a pool painted black,walkingthroughcl0000muel,https://archive.org/details/walkingthroughcl0000muel,texts,71,"Mueller, Cookie",New York : Semiotext(e),166
visual_art_and_artists,Raymond Pettibon,Polaroids,RaymondPettibonPolaroids,https://archive.org/details/RaymondPettibonPolaroids,texts,71,Raymond Pettibon,,
visual_art_and_artists,Alberto Giacometti,Alberto Giacometti,albertogiacomett00gaff,https://archive.org/details/albertogiacomett00gaff,texts,70,"Gaff, Jackie, Giacometti, Alberto, 1901-1966",New York : Franklin Watts,52
publications,Unsound Magazine,Unsound Vol 3 No 1 1986 Cover Joseph Nechvatal,unsound-vol-3-no-1-1986,https://archive.org/details/unsound-vol-3-no-1-1986,texts,70,Unsound Magazine,,
visual_art_and_artists,Neoism,SMILE Issue 7 Neoism; Dance The Monty Cantsin,smile-issue-7-neoism-dance-the-monty-cantsin,https://archive.org/details/smile-issue-7-neoism-dance-the-monty-cantsin,texts,70,"Monty Cantsin, Stewart Home",,
visual_art_and_artists,Neoism,SMILE PLAGIARISM NEOISM,smile-plagiarism-neoism,https://archive.org/details/smile-plagiarism-neoism,texts,70,"Monty Cantsin, Mark Pawson, Stewart Home, Ben Allen, Pete Horobin",,
visual_art_and_artists,Outsider Art,Outsider art,outsiderart0000card,https://archive.org/details/outsiderart0000card,texts,70,"Cardinal, Roger","New York, Praeger Publishers",198
visual_art_and_artists,Marcel Duchamp,"Marcel Duchamp, Fountain",marcelduchampfou0000camf,https://archive.org/details/marcelduchampfou0000camf,texts,70,"Camfield, William A","Houston, TX : Houston Fine Art Press",190
visual_art_and_artists,Romain Slocombe,Monsieur le Commandant,monsieurlecomman0000sloc,https://archive.org/details/monsieurlecomman0000sloc,texts,70,"Slocombe, Romain, author",London : Gallic Books,198
visual_art_and_artists,Romain Slocombe,L'Iliade,liliade0000jean,https://archive.org/details/liliade0000jean,texts,70,"Jean Martin, Όμηρος, Romain Slocombe",Nathan Jeunesse,170
visual_art_and_artists,Philip Guston,Philip Guston's poem-pictures,philipgustonspoe0000balk_b5h2,https://archive.org/details/philipgustonspoe0000balk_b5h2,texts,70,"Balken, Debra Bricker","Andover, Mass. : Addison Gallery of American Art ; Seattle : University of Washington Press",98
visual_art_and_artists,Medardo Rosso,Medardo Rosso: Impressions in Wax & Bronze: 1882-1906,medardorossoimpr0000luci,https://archive.org/details/medardorossoimpr0000luci,texts,70,Luciano Carmel,Kent Fine Arts,142
visual_art_and_artists,Tapies,Tapies Chillida. Galería Guillermo De Osma,tapies-chillida.-galeria-guillermo-de-osma,https://archive.org/details/tapies-chillida.-galeria-guillermo-de-osma,texts,70,Galería Guillermo de Osma.,,
visual_art_and_artists,Raymond Pettibon,Pettibon With Strings,RaymondPettibonPettibonWithStrings,https://archive.org/details/RaymondPettibonPettibonWithStrings,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,New Wave Of Violence,RaymondPettibonNewWaveOfViolence,https://archive.org/details/RaymondPettibonNewWaveOfViolence,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Tripping Corpse #4,RaymondPettibonTrippingCorpse04,https://archive.org/details/RaymondPettibonTrippingCorpse04,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Tripping Corpse #12,RaymondPettibonTrippingCorpse12,https://archive.org/details/RaymondPettibonTrippingCorpse12,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Capricious Missives,RaymondPettibonCapriciousMissives,https://archive.org/details/RaymondPettibonCapriciousMissives,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Pleasure Giving Arts,RaymondPettibonPleasureGivingArts,https://archive.org/details/RaymondPettibonPleasureGivingArts,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Virgin Fears,RaymondPettibonVirginFears,https://archive.org/details/RaymondPettibonVirginFears,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,"Console, Heal Or Depict",RaymondPettibonConsoleHealOrDepict,https://archive.org/details/RaymondPettibonConsoleHealOrDepict,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Exterminating The Eagles,RaymondPettibonExterminatingTheEagles,https://archive.org/details/RaymondPettibonExterminatingTheEagles,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Lana,RaymondPettibonLana,https://archive.org/details/RaymondPettibonLana,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Tripping Corpse #11,RaymondPettibonTrippingCorpse11,https://archive.org/details/RaymondPettibonTrippingCorpse11,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Observable World,RaymondPettibonObservableWorld,https://archive.org/details/RaymondPettibonObservableWorld,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Those Of A Lower Clay,RaymondPettibonThoseOfALowerClay,https://archive.org/details/RaymondPettibonThoseOfALowerClay,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,New Wavy Gravy #2,RaymondPettibonNewWavyGravy2,https://archive.org/details/RaymondPettibonNewWavyGravy2,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Voices For The Self,RaymondPettibonVoicesForTheSelf,https://archive.org/details/RaymondPettibonVoicesForTheSelf,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Bottomless Pond,RaymondPettibonBottomlessPond,https://archive.org/details/RaymondPettibonBottomlessPond,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Misadventures,RaymondPettibonMisadventures,https://archive.org/details/RaymondPettibonMisadventures,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Take Another Rib,RaymondPettibonTakeAnotherRib,https://archive.org/details/RaymondPettibonTakeAnotherRib,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Origin Issue,RaymondPettibonOriginIssue,https://archive.org/details/RaymondPettibonOriginIssue,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,"Thin, Thin Cross",RaymondPettibonThinThinCross,https://archive.org/details/RaymondPettibonThinThinCross,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Liz,RaymondPettibonLiz,https://archive.org/details/RaymondPettibonLiz,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Poetic Use Of Blood,RaymondPettibonPoeticUseOfBlood,https://archive.org/details/RaymondPettibonPoeticUseOfBlood,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Watching Onan,RaymondPettibonWatchingOnan,https://archive.org/details/RaymondPettibonWatchingOnan,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,I Will Sign Anything,RaymondPettibonIWillSignAnything,https://archive.org/details/RaymondPettibonIWillSignAnything,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Heart Of Times Square,RaymondPettibonHeartOfTimesSquare,https://archive.org/details/RaymondPettibonHeartOfTimesSquare,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Mr. Heart's Headlines,RaymondPettibonMr.HeartsHeadlines,https://archive.org/details/RaymondPettibonMr.HeartsHeadlines,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,One Foot In The Mouth,RaymondPettibonOneFootInTheMouth,https://archive.org/details/RaymondPettibonOneFootInTheMouth,texts,70,Raymond Pettibon,,
visual_art_and_artists,Raymond Pettibon,Father Serra Perfect,RaymondPettibonFatherSerraPerfect,https://archive.org/details/RaymondPettibonFatherSerraPerfect,texts,70,Raymond Pettibon,,
film_and_cinema,Roman Polanski,The cinema of Roman Polanski : dark spaces of the world,cinemaofromanpol0000unse,https://archive.org/details/cinemaofromanpol0000unse,texts,70,,London : Wallflower,198
visual_art_and_artists,Otto Muehl,Sortir du bourbier,sortirdubourbier0000mueh,https://archive.org/details/sortirdubourbier0000mueh,texts,70,"Muehl, Otto. 1925-",[s.l.] : Les PResses du Reel,182
visual_art_and_artists,John Heartfield,"John Heartfield and the Agitated Image: Photography, Persuasion, and the Rise of Avant-Garde Photomontage",john-heartfield-and-the-agitate-andres-mario-zervigon,https://archive.org/details/john-heartfield-and-the-agitate-andres-mario-zervigon,texts,70,,,
visual_art_and_artists,John Heartfield,Photomontages of the Nazi period,photomontagesofn0000hear,https://archive.org/details/photomontagesofn0000hear,texts,70,"Heartfield, John, 1891-1968",New York : Universe Books,150
visual_art_and_artists,John Heartfield,Искусство политического фотомонтажа: cоветы художнику,iskustvo_politicheskogo_photomontazha,https://archive.org/details/iskustvo_politicheskogo_photomontazha,texts,70,"Житомирский, Александр Арнольдович, 1907-1993, Heartfield, John, 1891-1968",,
visual_art_and_artists,John Heartfield,Der Dada No. 2 (1919),der-dada-no.-2,https://archive.org/details/der-dada-no.-2,texts,70,"Raoul Hausmann, John Heartfield, George Grosz",,
visual_art_and_artists,John Heartfield,John Heartfield : art and mass media,johnheartfieldar0000kahn,https://archive.org/details/johnheartfieldar0000kahn,texts,70,"Kahn, Douglas, 1951-",New York : Tanam Press,168
visual_art_and_artists,John Heartfield,Der Dada No. 1 (1919),raoul-hausmann-der-dada-no.-1,https://archive.org/details/raoul-hausmann-der-dada-no.-1,texts,70,"Raoul Hausmann, John Heartfield, George Grosz",,
visual_art_and_artists,John Heartfield,Der Dada No. 3 (1920),raoul-hausmann-der-dada-1919-1920-no.-3,https://archive.org/details/raoul-hausmann-der-dada-1919-1920-no.-3,texts,70,"Raoul Hausmann, John Heartfield, George Grosz",,
visual_art_and_artists,John Heartfield,John Heartfield (2 Artbooks),john-heartfield-art-and-mass-media-kahn-douglas-195,https://archive.org/details/john-heartfield-art-and-mass-media-kahn-douglas-195,texts,70,Cypob77,,
figures,Surréalisme,Histoire du surréalisme,histoiredusurrea00nade,https://archive.org/details/histoiredusurrea00nade,texts,70,"Nadeau, Maurice",Paris : Éditions du Seuil,198
figures,Surréalisme,Variétés. Revue mensuelle illustree de l'esprit contemporain. Le Surréalisme en 1929,varietes-1929,https://archive.org/details/varietes-1929,texts,70,"van Hecke, P.-G.",,
music_and_sound,Leonard Cohen,Leonard Cohen - You Want It Darker (2016),LeonardCohen-YouWantItDarker2016,https://archive.org/details/LeonardCohen-YouWantItDarker2016,audio,90,,,
music_and_sound,Serge Gainsbourg,Je t'aime... moi non plus,JeTaime...MoiNonPlus,https://archive.org/details/JeTaime...MoiNonPlus,audio,90,Jane Birkin et Serge Gainsbourg,,
music_and_sound,Serge Gainsbourg,"Jane Birkin & Serge Gainsbourg-- ""Je T'aime, Moi Nonplus"" (1969)",JaneBirkinSergeGainsbourgJeTaimeMoiNonPlusenhanced,https://archive.org/details/JaneBirkinSergeGainsbourgJeTaimeMoiNonPlusenhanced,audio,90,,,
music_and_sound,Leonard Cohen,leonard cohen,LeonardCohen,https://archive.org/details/LeonardCohen,audio,85,leonard cohen,,
music_and_sound,Serge Gainsbourg,Serge Gainsbourg 1,polka-serge-gainsbourg-1,https://archive.org/details/polka-serge-gainsbourg-1,audio,83,,,
music_and_sound,Serge Gainsbourg,SERGE GAINSBOURG - Evguenie Sokolov Incipit,SergeGainsbourg-EvguenieSokolov,https://archive.org/details/SergeGainsbourg-EvguenieSokolov,audio,82,www.incipitblog.com,,
music_and_sound,Serge Gainsbourg,Serge Gainsbourg - Histoire De Melody Nelson Par Jean-Christophe Averty (1971).avi,polka-Serge-gainsbourg-histoire-de-melody,https://archive.org/details/polka-Serge-gainsbourg-histoire-de-melody,audio,81,,,
music_and_sound,Serge Gainsbourg,Serge Gainsbourg - Love On The Beat (1984) [FLAC] (2001 reissue),polka-Serge-gainsbourg-love-on-the-beat,https://archive.org/details/polka-Serge-gainsbourg-love-on-the-beat,audio,81,,,
music_and_sound,Serge Gainsbourg,Serge Gainsbourg - Ces petits riens,SergeGainsbourg-CesPetitsRiens,https://archive.org/details/SergeGainsbourg-CesPetitsRiens,audio,81,,,
music_and_sound,Serge Gainsbourg,A Serge of High Wattage Stax-Volt,staxvolt,https://archive.org/details/staxvolt,audio,71,Radio FREE Crockett,,
film_and_cinema,Vincent Gallo,The Brown Bunny,the-brown-bunny,https://archive.org/details/the-brown-bunny,movies,80,Vincent Gallo,,
film_and_cinema,Larry Clark,Ken Park,kenpark,https://archive.org/details/kenpark,movies,80,Larry Clark,,
film_and_cinema,David Lynch,Blue Velvet (1986) 藍色夜合花 港版VCD,blue-velvet-a,https://archive.org/details/blue-velvet-a,movies,80,David Lynch,,
